index,Name,OMXName
187,ref_mic_main_recording_effect_spl,OMX.ST.AFM.pcmprocessing.spl
188,ref_mic_video_recording_effect_spl,OMX.ST.AFM.pcmprocessing.spl
189,ref_mic_voice_recording_effect_spl,OMX.ST.AFM.pcmprocessing.spl
190,ref_mic_speaker_voicecall_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
191,ref_mic_speaker_voicecall_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
192,ref_mic_speaker_vt_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
193,ref_mic_speaker_vt_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
194,ref_mic_speaker_voip_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
195,ref_mic_earpiece_voicecall_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
196,ref_mic_earpiece_voicecall_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
197,ref_mic_earpiece_vt_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
198,ref_mic_earpiece_vt_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
199,ref_mic_earpiece_voip_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
200,ref_mic_headset_voicecall_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
201,ref_mic_headset_voicecall_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
202,ref_mic_headset_vt_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
203,ref_mic_headset_vt_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
204,ref_mic_headset_voip_4pole_effect_spl,OMX.ST.AFM.pcmprocessing.spl
205,ref_mic_earpiece_voip_3pole_effect_spl,OMX.ST.AFM.pcmprocessing.spl
206,ref_headset_voicecall_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
207,ref_headset_voicecall_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
208,ref_headset_vt_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
209,ref_headset_vt_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
210,ref_headset_voip_4pole_effect_spl,OMX.ST.AFM.pcmprocessing.spl
211,ref_headset_voip_3pole_effect_spl,OMX.ST.AFM.pcmprocessing.spl
212,ref_speaker_voicecall_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
213,ref_speaker_voicecall_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
214,ref_speaker_vt_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
215,ref_speaker_vt_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
216,ref_speaker_voip_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
217,ref_earpiece_voicecall_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
218,ref_earpiece_voicecall_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
219,ref_earpiece_vt_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
220,ref_earpiece_vt_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
221,ref_earpiece_voip_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
222,ref_bt_ec_voicecall_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
223,ref_bt_ec_voicecall_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
224,ref_bt_ec_vt_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
225,ref_bt_ec_vt_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
226,ref_bt_ec_voip_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
227,ref_mic_bt_ec_voicecall_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
228,ref_mic_bt_ec_voicecall_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
229,ref_mic_bt_ec_vt_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
230,ref_mic_bt_ec_vt_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
231,ref_mic_bt_ec_voip_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
232,ref_bt_voicecall_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
233,ref_bt_voicecall_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
234,ref_bt_vt_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
235,ref_bt_vt_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
236,ref_bt_voip_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
237,ref_mic_bt_voicecall_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
238,ref_mic_bt_voicecall_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
239,ref_mic_bt_vt_nb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
240,ref_mic_bt_vt_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
241,ref_mic_bt_voip_wb_effect_spl,OMX.ST.AFM.pcmprocessing.spl
242,ref_speaker_voicecall_nb_common_spl,OMX.ST.AFM.pcmprocessing.spl
243,ref_speaker_voicecall_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
244,ref_speaker_vt_nb_common_spl,OMX.ST.AFM.pcmprocessing.spl
245,ref_speaker_vt_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
246,ref_speaker_voip_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
247,ref_earpiece_voicecall_nb_common_spl,OMX.ST.AFM.pcmprocessing.spl
248,ref_earpiece_voicecall_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
249,ref_earpiece_vt_nb_common_spl,OMX.ST.AFM.pcmprocessing.spl
250,ref_earpiece_vt_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
251,ref_earpiece_voip_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
252,ref_headset_voicecall_nb_common_spl,OMX.ST.AFM.pcmprocessing.spl
253,ref_headset_voicecall_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
254,ref_headset_vt_nb_common_spl,OMX.ST.AFM.pcmprocessing.spl
255,ref_headset_vt_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
256,ref_headset_voip_4pole_common_spl,OMX.ST.AFM.pcmprocessing.spl
257,ref_headset_voip_3pole_common_spl,OMX.ST.AFM.pcmprocessing.spl
258,ref_bt_ec_voicecall_nb_common_spl,OMX.ST.AFM.pcmprocessing.spl
259,ref_bt_ec_voicecall_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
260,ref_bt_ec_vt_nb_common_spl,OMX.ST.AFM.pcmprocessing.spl
261,ref_bt_ec_vt_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
262,ref_bt_ec_voip_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
263,ref_bt_voicecall_nb_common_spl,OMX.ST.AFM.pcmprocessing.spl
264,ref_bt_voicecall_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
265,ref_bt_vt_nb_common_spl,OMX.ST.AFM.pcmprocessing.spl
266,ref_bt_vt_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
267,ref_bt_voip_wb_common_spl,OMX.ST.AFM.pcmprocessing.spl
268,ref_disabled_48s_common_spl,OMX.ST.AFM.pcmprocessing.spl
269,ref_disabled_48s_effect_spl,OMX.ST.AFM.pcmprocessing.spl
270,ref_disabled_48m_common_spl,OMX.ST.AFM.pcmprocessing.spl
271,ref_disabled_48m_effect_spl,OMX.ST.AFM.pcmprocessing.spl
272,ref_disabled_8m_common_spl,OMX.ST.AFM.pcmprocessing.spl
273,ref_disabled_8m_effect_spl,OMX.ST.AFM.pcmprocessing.spl
